====================
post_office  |  Shin-Matsudo Post Office
restaurant  |  スシロ寿司屋
restaurant  |  すし亭
restaurant  |  魯園菜館
place_of_worship  |  天祖神社
place_of_worship  |  増明院
place_of_worship  |  鵜ノ木八幡神社
restaurant  |  琉球キッチン東屋慶名
place_of_worship  |  カトリック蒲田教会
bar  |  Tasuichi / tatsuichi
bar  |  Tatsuichi
restaurant  |  100 ăn
pharmacy  |  スター薬局
fast_food  |  サブウェイ
restaurant  |  オステリアセンティ
restaurant  |  中華料理 嘉宴 千鳥町店
restaurant  |  上むら
clock  |  清水時計店
pub  |  八剣伝 千鳥町店
dentist  |  わかば歯科クリニック
cafe  |  美珈茶
parking  |  三井のリパーク
fast_food  |  すき家
community_centre  |  清里公民館
fuel  |  エネオス
fast_food  |  おおぎやラーメン
fast_food  |  すき家
fast_food  |  マクドナルド
restaurant  |  フライング・ガーデン
fast_food  |  モスバーガー
fast_food  |  すき家
bank  |  しののめ信用金庫
bar  |  Coins bar
bar  |  Nonbei yokocho alley
coworking_space  |  SENQ霞ヶ関
restaurant  |  朝鮮飯店
pharmacy  |  ウエルシア
pub  |  Pack’nDinning えびすや
community_centre  |  南橘公民館
fast_food  |  幸楽苑
fuel  |  JA-SS
fast_food  |  天下寿司
restaurant  |  世界飯店
restaurant  |  Royal Host
restaurant  |  ホープ軒
fast_food  |  子うさぎ
pub  |  えんや
cafe  |  Pronto
restaurant  |  すし三崎丸
doctors  |  大塚メディカルクリニック
restaurant  |  ふくわうち
restaurant  |  キルフェボン
restaurant  |  Loving Hut
restaurant  |  Soar Ain Soph
bench  |  消防水利
training  |  東京大学弥生講堂アネックス
restaurant  |  幸楽苑
fast_food  |  吉野家
pub  |  うさみ
restaurant  |  恩豊園
cafe  |  kaiteki cafe
gambling  |  AVIVA
dentist  |  田坂歯科
place_of_worship  |  子安八幡神社
restaurant  |  えん
restaurant  |  富士そば
restaurant  |  一竜(博多ラーメン)
restaurant  |  霧笛楼
restaurant  |  CHICHOS
cafe  |  美術館カフェ ルシュマン
restaurant  |  ほん陣
cafe  |  CHAKA
restaurant  |  フジミヤ
fast_food  |  KFC
theatre  |  紀ノ国屋ホール
restaurant  |  ライオンのいるサーカス
studio  |  TOKYO MX
restaurant  |  兆徳
restaurant  |  丸亀製麺　武蔵境
fast_food  |  すき家
doctors  |  えだ皮膚科クリニック
pharmacy  |  飯田薬局
doctors  |  広瀬整形外科リウマチ科
restaurant  |  かごの屋
pharmacy  |  トモズ
pharmacy  |  横浜調剤薬局
fast_food  |  オリジン弁当
bank  |  城南信用金庫
post_office  |  千葉検見川郵便局
restaurant  |  トラットリア シャント
restaurant  |  花だん
restaurant  |  香港亭
place_of_worship  |  熊野神社
parking  |  三井のリパーク
cafe  |  スターバックス
cafe  |  麦麦
cafe  |  Cafe de CRIE
cafe  |  スターバックス
restaurant  |  ダンダン酒場
car_rental  |  日本レンタカー
cafe  |  ハニービー
restaurant  |  左馬でん助
school  |  小笠原流きもの着付学院
restaurant  |  沖縄そば食堂
restaurant  |  ごじんか
restaurant  |  カルビープラス
restaurant  |  六歌仙
fast_food  |  はま寿司 千葉畑町店
restaurant  |  焼き鳥とり鉄
restaurant  |  maaru
restaurant  |  獅子丸
fast_food  |  BigBoy 千葉畑町店
cafe  |  コメダ珈琲
pharmacy  |  十字堂薬局
doctors  |  あおば江田クリニック
doctors  |  江田きむら耳鼻咽喉科
dentist  |  なかの歯科クリニック
place_of_worship  |  日本キリスト教団田園江田教会
clock  |  時計台
restaurant  |  Creo-ru Takoyaki Okonomiyaki
cafe  |  The Mart at Fred Segal - Camden's Blue Star Donuts
place_of_worship  |  吉祥寺
restaurant  |  サイゼリヤ
school  |  合氣道猿田彦道場
cafe  |  彩茶房
dentist  |  藤田歯科医院
place_of_worship  |  赤田稲荷宮
townhall  |  西荻区民事務所
childcare  |  保育室善福寺
community_centre  |  上井草子どもセンター
social_facility  |  ゆうゆう善福寺館
social_facility  |  ゆうゆう西荻北館
community_centre  |  上荻窪会議室
townhall  |  西荻地域区民センター
community_centre  |  ゆうゆう今川館
community_centre  |  上井草会議室
childcare  |  保育室上井草西
community_centre  |  子育てサポートセンター今川
community_centre  |  今川児童館
childcare  |  保育室西荻窪
community_centre  |  ゆうゆう大宮前館
community_centre  |  西荻南区民集会所
place_of_worship  |  八幡神社
cafe  |  アシュレ
restaurant  |  トラットリア・ヴォーノ
doctors  |  中神内科クリニック
pub  |  千年の宴
restaurant  |  あざみ野うかい亭
doctors  |  和みのクリニック
doctors  |  あざみ野坂の上クリニック
pharmacy  |  リブラ薬局
restaurant  |  アンジュ
restaurant  |  寿司処タフ
place_of_worship  |  水神社
cafe  |  ゆめの木
childcare  |  保育室高円寺
childcare  |  保育室高円寺第二
library  |  高円寺駅前図書サービスコーナー
social_facility  |  ゆうゆう阿佐谷館
school  |  杉九ゆうゆうハウス
childcare  |  保育室下井草南
social_facility  |  ゆうゆう天沼館
doctors  |  市ヶ尾クリニック
veterinary  |  えだ動物病院
dentist  |  ヨコハマ ヒーリング デンタル
kindergarten  |  保育室南阿佐ケ谷第二
school  |  杉七学童クラブ
dentist  |  つたの葉デンタルクリニック
cafe  |  Cafe Spring
doctors  |  徳岡クリニック
social_facility  |  ゆうゆう井草館
childcare  |  保育室南阿佐ケ谷
social_facility  |  子ども家庭支援センター
community_centre  |  阿佐谷南児童館
social_facility  |  高円寺子どもセンター
childcare  |  高円寺グループ保育室（保育室コロボックル）
childcare  |  ひととき保育高円寺南
social_facility  |  井草みどりの里
bicycle_parking  |  高円寺東高架下自転車駐車場
charging_station  |  EV 急速充電スタンド
restaurant  |  KARUTA
dentist  |  坂下歯科クリニック
social_facility  |  ライフコミューンあざみ野
restaurant  |  ごまや
doctors  |  横山医院
restaurant  |  大戸屋
pub  |  豊後高田どり酒場
pub  |  くいもの屋わん
pharmacy  |  クスリのアオキ
restaurant  |  キルフェボン
restaurant  |  KIHACHI
restaurant  |  Pizza Napoletano Cafe
fast_food  |  McDonalds
pharmacy  |  森久保薬品
pub  |  やきとり工房
restaurant  |  ピッツェリア・マルターノ
school  |  音気楽(おきらく)工房
restaurant  |  二代目横浜亭
kindergarten  |  スターチャイルド 荏田北ナーサリー
atm  |  横浜銀行
car_rental  |  ニコニコレンタカー荏田店
cafe  |  ドトール
vending_machine  |  飲料自動販売機
place_of_worship  |  三峰神社
waste_basket  |  ペットボトル
waste_basket  |  ペットボトル
waste_basket  |  ペットボトル
restaurant  |  定食屋しゃもじ
social_facility  |  上高井戸みどりの里
childcare  |  保育室下井草北
social_facility  |  ゆうゆう四宮館
townhall  |  四宮区民集会所
social_facility  |  ゆうゆう下井草館
childcare  |  下井草児童館
waste_transfer_station  |  杉並清掃事務所下井草分室
community_centre  |  上高井戸区民集会所
community_centre  |  久我山会館
childcare  |  今川北学童クラブ
childcare  |  保育室今川北
social_facility  |  ゆうゆう桃井館
childcare  |  桃井グループ保育室（保育室モモ）
childcare  |  保育室清沓中通
cafe  |  JOY
public_bath  |  曙湯
cafe  |  ロッジ赤石
social_facility  |  ゆうゆう久我山館
social_facility  |  高二学童クラブ
childcare  |  言問幼稚園
community_centre  |  本天沼児童館
community_centre  |  本天沼区民集会所
townhall  |  荻窪区民事務所
community_centre  |  産業振興センター
community_centre  |  上荻児童館
social_facility  |  重症心身障害児通所施設わかば
community_centre  |  （仮称）天沼区民集会所
community_centre  |  消費者センター
community_centre  |  就労支援センター
community_centre  |  杉並福祉事務所荻窪事務所
community_centre  |  くらしのサポートステーション
community_centre  |  子ども・子育てプラザ
community_centre  |  在宅医療・生活支援センター
childcare  |  保育室荻窪第三
childcare  |  保育室荻窪第四
childcare  |  ひととき保育荻窪
fuel  |  出光
restaurant  |  菜苑
restaurant  |  たまや
pub  |  楽や
restaurant  |  佐賀ラーメン美登里
restaurant  |  あさひ
restaurant  |  やまと
hospital  |  保険医療センター
social_facility  |  久我山学童クラブ
restaurant  |  だるま
restaurant  |  吹雪
restaurant  |  アランド
public_bath  |  薬師湯
pub  |  むーたお
post_office  |  向島四郵便局
university  |  理学部生物学科
restaurant  |  鉄剣タロー
restaurant  |  一蘭
place_of_worship  |  木曽義仲産湯の清水
place_of_worship  |  大蓮寺
community_centre  |  荻窪子どもセンター
community_centre  |  荻窪北児童館
social_facility  |  障害者地域相談支援センター「すまいる荻窪」
childcare  |  保育室荻窪第五
community_centre  |  荻窪児童館
community_centre  |  西田ゆうゆうハウス
social_facility  |  障害者地域相談支援センター「すまいる高井戸」
community_centre  |  子育てサポートセンター宮前
community_centre  |  ゆうゆう荻窪館
childcare  |  保育室荻窪
community_centre  |  荻窪会議室
social_facility  |  杉並視覚障害者会館（アイプラザ）
bicycle_parking  |  富士見ヶ丘北自転車駐車場
social_facility  |  富士見丘みどりの里
childcare  |  保育室高井戸西
social_facility  |  高井戸第二学童クラブ
community_centre  |  高井戸地域区民センター
childcare  |  ひととき保育高井戸
social_facility  |  杉並福祉事務所高井戸事務所
restaurant  |  神田ラーメンわいず
social_facility  |  高井戸子どもセンター
social_facility  |  浜田山みどりの里
pharmacy  |  龍生堂薬局
kindergarten  |  保育園キッズナーサリーあざみ野園
doctors  |  橋本内科・循環器クリニック
dentist  |  あざみ野青葉デンタルクリニック
doctors  |  あざみ野ヒルズスキンクリニック
social_facility  |  高三学童クラブ
social_facility  |  ゆうゆう下高井戸館
community_centre  |  桜上水北会議室
library  |  桜上水北図書サービスコーナー
dentist  |  稲川歯科医院
doctors  |  緑十字クリニック
doctors  |  Ｋクリニック
restaurant  |  Ginza Bairin (Tonkatsu)
doctors  |  やなぎ耳鼻咽喉科クリニック
doctors  |  牧眼科医院
pub  |  居酒屋ひよっこ
pub  |  さとみん家
pharmacy  |  HAC
community_centre  |  下高井戸区民集会所
community_centre  |  下高永福会議室
restaurant  |  Saffron Ikebukuro
restaurant  |  まぐろ
car_rental  |  トヨタレンタリース神奈川
pharmacy  |  クリエイトSD
restaurant  |  マックスキャロット
place_of_worship  |  八幡神社
place_of_worship  |  延命寺
fast_food  |  ほっともっと
restaurant  |  大使館
community_centre  |  中戸田児童館
restaurant  |  味の民芸 足利店
restaurant  |  KOLKATA KITCHEN
cafe  |  BECK’S COFFEE SHOP
doctors  |  萩野クリニック
clinic  |  ウェルネス木場公園クリニック
post_office  |  水戸石川郵便局
cafe  |  テクノロジーカフェシンギュラリティ
school  |  クラーク記念国際高等学校 秋葉原ITキャンパス
conference_centre  |  ベルサール秋葉原
restaurant  |  レロエ・オヴェスト
restaurant  |  Third Eye
fuel  |  エネオス
restaurant  |  焼肉・ほどり
pub  |  旬の味処 やま田
restaurant  |  串とも
embassy  |  南アフリカ大使館
place_of_worship  |  満願寺
restaurant  |  Japanese high quality food
pub  |  はねあげ
bank  |  野村證券
fuel  |  宇佐美
cafe  |  Tully's Coffee
fuel  |  コスモ石油
fast_food  |  川越大勝軒
bank  |  みずほ銀行
restaurant  |  いも膳
fast_food  |  ほっともっと
fast_food  |  アゲラー本舗からあげ屋
fuel  |  ENEOS
public_bath  |  川越温泉
bank  |  飯能信用金庫
clinic  |  柿沼医院
fire_station  |  南消防署蒔田出張所
community_centre  |  榎町二東部町内会館
cafe  |  Rin5Life
preschool  |  トーマス青葉台校
dentist  |  田園都市歯科
fast_food  |  バーベキュー みんなの広場
fast_food  |  肉玉そば おおど
restaurant  |  BAAN ESAN
fast_food  |  角五
restaurant  |  サイゼリヤ
cafe  |  喫茶ミレー
pub  |  浪漫亭
parking  |  下館駅南口時間貸駐車場
pub  |  まる田
restaurant  |  一番亭
smoking_area  |  smoking area
dentist  |  下館歯科
pub  |  ひらり
place_of_worship  |  羽黒神社
social_facility  |  杉並福祉事務所高円寺事務所
social_facility  |  高円寺障害者交流館
social_facility  |  障害者地域相談支援センター「すまいる高円寺」
community_centre  |  （仮称）馬橋区民集会所
social_facility  |  ゆうゆう馬橋館
social_facility  |  和泉学園学童クラブ
community_centre  |  永福和泉区民事務所
community_centre  |  永福和泉地域区民センター
community_centre  |  方南会館
community_centre  |  方南和泉会議室
childcare  |  保育室和泉北
community_centre  |  和泉子どもセンター
social_facility  |  大宮小学童クラブ
childcare  |  保育室堀ノ内
restaurant  |  サスケ
childcare  |  保育室浜田山東
community_centre  |  浜田山第二学童クラブ
community_centre  |  松ノ木小学童クラブ
social_facility  |  和泉みどりの里
community_centre  |  方南区民集会所
waste_transfer_station  |  杉並清掃事務所方南支所
community_centre  |  東田学童クラブ
community_centre  |  梅里区民集会所
childcare  |  馬橋保育園
community_centre  |  すぎなみ地域大学
community_centre  |  高円寺北区民集会所
childcare  |  阿佐ヶ谷南保育園
community_centre  |  杉二学童クラブ
community_centre  |  成田会議室
community_centre  |  ゆうゆう西田館
community_centre  |  男女平等推進センター
social_facility  |  ゆう杉並
childcare  |  保育室ほりまつ
community_centre  |  松ノ木児童館
social_facility  |  ゆうゆう梅里堀ノ内館
community_centre  |  高円寺地域区民センター
community_centre  |  社会教育センター
townhall  |  高円寺区民事務所
community_centre  |  和田障害者交流館
library  |  和田図書サービスコーナー
community_centre  |  ゆうゆう和田館
childcare  |  保育室和田南
fast_food  |  Imo-Ya 天ぷら いもや
bicycle_parking  |  阿佐ケ谷西高架下自転車駐車場
fuel  |  エネオス
recycling  |  習志野市リサイクルプラザ
waste_transfer_station  |  習志野市芝園清掃工場
fast_food  |  天ぷら いもや 神保町1丁目
restaurant  |  ココス
restaurant  |  はま寿司
restaurant  |  両国寿司
restaurant  |  活龍(ラーメン)
bank  |  関東銀行
pub  |  うまい門横丁
pub  |  大衆酒場とりつね
childcare  |  子育てサポートセンター阿佐谷南
civic  |  産業商工会館
restaurant  |  牛かつもと村
restaurant  |  Peanuts Cafe
dentist  |  めぐみ歯科医院
fast_food  |  KFC
place_of_worship  |  Shrine Un-named
